text,evaluacion_1,evaluacion_2,evaluacion_3,evaluacion_4,tipo_origen,fuente
"- Doctor, doctor, tengo los dientes amarillos..¿qué me recomienda?
- Corbata marrón.",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"- Pepe, ¿por qué estás tan contento esta mañana? 
- Cómo no voy a estar contento, si mi mujer me ha dicho que soy el mejor amante de todo el barrio.",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"- Doctor tiene ya el resultado de mi analítica?
- Sí, usted tiene una infección múltiple por tifus, malaria, ébola, peste bubónica, viruela y cólera. Le tendremos que ingresar y le someteremos a una dieta a base de Tranchetes de queso. 
- Tranchetes? Y con eso me curaré?
- Ni idea, pero es lo único que pasa por debajo de la puerta.",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"- Doctor,doctor! Mire me toco aquí y me duele....me toco aquí y me duele....me toco aquí y me duele....sabe qué es lo que me pasa?
- Usted tiene el dedo roto",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"- Paco, me he comprado un sonotone que es la leche, tiene wifi, bluetooth... 
- ¿Ah, sí? ¿Y cuánto te ha costado? 
- Las doce y cuarto.",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"-Mamá mamá se me ha caído otro diente ... Vendrá el ratoncito Pérez !!
- Te he dicho mil veces que no...tienes 34 años y se te caen por yonqui",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"Dos de leganes paseando por lepe, y le dice uno a otro:
- Vaya mierda de pueblo y vaya mierda de chistes
A esto que lo oye un lepero y le dice.
- Perdonad, y vosotros de donde sois.
Y dicen los chicos: 
- De leganés.
Y el lepero contesta:
- Pues vaya mierda de monstruo y vaya mierda de lago",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"- Esta mañana, al levantarme, me encontraba tan mal que decidí matarme tomándome mil aspirinas.
- ¿Y qué pasó?
- Pues que después de tomarme la segunda ya me encontré muchísimo mejor.",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"Dos amigos se encuentran y uno le dice al otro:
- Pues he estado en Portugal de vacaciones.
- Y qué tal por allí? Qué tal las lusas??
- Las lusas? Esto...si, muy bien...
El amigo vuelve a su casa y busca el significado de lusas en el diccionario y ve que se trata del gentilicio de las portuguesas.
Al tiempo se vuelven a encontrar:
- Hombre!! Que tal todo??
- Pues bien, acabo de venir de Alemania!
- Ah si? Y cómo te fue? Te gustó? Qué tal las teutonas?
- Eh...bien, las teutonas bien.
El hombre va a casa y busca en el diccionario la palabra teutona, y ve que es el gentilicio de las mujeres de Alemania.
Al cabo de unos meses se encuentran:
- Hombre tío! Qué tal?? Cómo te va?
- De maravilla, acabo de venir de Egipto.
- Ah si?? Y qué tal por allí? Te gustaron las pirámides?
- Las pirámides? Uf tío, me acosté con 2. Unas fieras en la cama!",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"- Vengo de vacaciones en Grecia y todo muy bonito, pero Creta, un asco!.
- Un asco Creta?.
- No gracias ya he cenado",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"Un judío en su lecho de muerte: 
- María, María... ¿Donde estás, esposa querida, dónde estás?
- Aquí estoy, esposo mío... a tu lado.
- ¿Y mi hija Jacobo? ¿Dónde está?
- Aquí estoy, padre... a su lado.
- ¿Y mi hija Leyla? ¿Dónde está?
- Aquí estoy, padre, a su lado.
- ¿Y mi hijo Isaías? ¿Dónde está?
- Aquí estoy, padre... a su lado.
- Pero bueno, ¿quién carajo está atendiendo el negocio entonces?",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"Las fábricas del futuro tendrán sólo dos empleados:
un hombre y un perro. El hombre dará de comer al perro y el perro se encargará de que el hombre no apriete ningún botón.",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"- ¿Te cuento un chiste verde rápido?
- Vale
- Una lechuga en una moto",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"Una conversación en el patio de la cárcel entre dos presos condenados a cadena perpetua:
- ¿Estás casado?
- ¡No, prefiero ser libre!",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"Caperucita Roja va por el bosque y aparece el lobo.
- Caperucita, te voy a dar un beso donde nadie te lo ha dado antes.
- ¡ Uy, tendrá que ser en la cestita!",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"Un niño pelirrojo que va la iglesia a confesarse y el cura le pregunta:
- ¿Pecas, hijo?
- Sí padre... Hasta en el culo!",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"Caperucita se encuentra con el lobo en medio del bosque y le dice:
- Lobo, ¡qué orejas más coloradas tienes!
- Sí...
- Lobo, ¡qué cara más roja tienes!
- Sí...
- Y... ¡qué hinchadas tienes las venas del cuello!
- Sí... 
- Lobo, ¡qué abiertos tienes las ojos!
- ¡Siíííííííííííí!
- Lobo, ¡qué apretados tienes los dientes!
- Caperucita, ¿¿¿podrías irte y dejarme cagar en paz???",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"- Se abre el telón y aparecen cientos de barras de pan unas al lado de otras. ¿Cómo se llama la película?
- Indiana Jones

( pausa... nadie entiende el chiste, por qué?) (música de Indiana Jones)

Pan pan pan pannnnn, pan pan pannnn, pan pan pan pannnnn, pan pannn pan pan pann...",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"- Se abre el telón y se ve una piedra pequeñita, pequeñita.
- ¿Cómo se llama la película?
- Rocky",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"- ¿Por qué en la Argentina hay tantos sietemesinos?
- Porque a los argentinos no los aguantan ni sus madres.",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"- Mí coche es una experiencia religiosa.
- ¿Por qué?
- Cada mañana rezo para que arranque.",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"Jesucristo llega con los apóstoles y pregunta:
- ¿Dónde está el pan?
Juan, comiéndoselo rápidamente, responde:
- ¡Se Io ha comido Judas!
Entonces Jesucristo le da unos azotes a Judas.
- ¿Dónde está el vino?
Pedro, bebiendo.
- ¡Ha sido Judas, ha sido Judas!
Y Judas recibe sus azotes.
- Hermanos, uno de ustedes me traicionará esta noche.
Judas sin que nadie le diga nada grita enojado:
- Sí, ¡todo ya, todo ya, todo yo!",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"En el Cielo:
- San Pedro, ¿qué hay hoy para cenar?
- Una manzana y un yogur.
- Pero... ¿cómo puede ser? ¿Y ese olorcito?
- Viene del Infierno o del Purgatorio. Hoy aquí de cena hay una manzana y un yogur.
- En el Infierno se están comiendo un asado, y en el Purgatorio, una paella. Y aquí, en el Cielo, una manzanita y un yogur. Por favor, San Pedro: ¡prepara algo a nuestra altura!
- ¡Que no!
- ¡Por favor!
- ¡¡¡Que no pesado!!! ¡Que para cuatro que somos no preparo cena!",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"El león se desplaza majestuosamente por la selva.
El mono lo ve venir y sube velozmente a un árbol.
- Tranquilo, mono: hoy estoy de buen humor y quiero ser amigo de todos las animales. Si bajas no te haré nada.
- No bajo. No te creo. 
- Baja, mono. Quiero ser amigo. Para que veas que no te haré nada me voy a atar. ¿Ves? Ya no me puedo mover. Baja y te saludo.
El mono baja temblando del árbol.
- ¿Por qué tiemblas? Quiero ser tu amigo.
- Tiemblo de emoción: ¡es la primera vez que le voy a romper la cara a un león!",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"- Pero, este perro es inteligentísimo, ¡Juega al ajedrez! ¡Vale una fortuna!
- No te creas... Le he ganado tres partidas de cinco.",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"Dos gallegos vuelven de cazar patos:
- ¿Han cazado mucho?
- No. No hemos conseguido ni un solo pato.
- ¡Pero... si hay montones de patos!
- Me imagino que debe ser que no conseguimos tirar el perro la suficientemente alto.",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"- ¿El perro de Ia entrada es suyo?
- Sí.
- Lo siento, pero mi perro chihuahua ha matado a su gran danés.
- ¡Imposible! ¡Ja, ja, ja! ¿Usted ha visto el tamaño de mi perro?
- Precisamente: mi chihuahua se ha quedado atascado en la garganta de su perro.",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"- Entra un gallego en un banco con un gatito chiquitito en la mano.
Se sitúa en el centro de la sala de la sucursal, se sube a una silla y grita:
- ¡¡¡Arriba las manos todos o aprieto el gatillo!!!",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"- ¿Cómo es que últimamente te va tan bien Pepe?
- Se lo debo a un cerdo que me compré. Fue un poco caro, pero ¡es un genio! Es capaz de ir al casino ¡y ganar! Gracias a eso ya no tengo problemas económicos Además, me ha descubierto en la granja una mina de oro y petróleo. Él mismo se encarga de negociar los contratos. Por si fuera poco, hace un mes se nos quemó la casa y él nos rescató a mí y a mi familia a riesgo de su propia vida.
- ¡Qué impresionante! ¿Puedo verlo, Pepe?
- Sí, claro, es ése: el de las patas de palo.
- ¿Un cerdo con dos patas de palo? ¿Qué le pasó?
- ¡Hombre! Con el cariño que le hemos tomado ¡no creerás que nos lo vamos a comer todo de una vez!",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"El sargento llevaba a la tropa a una marcha forzadísima de kilómetros y kilómetros.
- ¡ Uno dos, uno dos, uno dos!
Desde el fondo de la fila un andaluz repetía:
- ¡¡¡Eso es, eso es, eso es!!!
- Pero ¿qué te pasa, andaluz loco? Estamos hechos polvo y tú encima lo animas.
- ¡No, no! Si lo que digo es que eso es, eso es los que vamos a quedar a este paso: “uno o dos""",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"- Yo soy un desastre con las mujeres desde pequeño.
- No será para tanto...
- Mira cómo será que cada vez que jugábamos a médicos a mi me tocaba siempre conducir la ambulancia.",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"- Doctor, cuando mi marido y yo hacemos el amor a veces me entran unos fríos tremendos y a veces unos calores insoportables...
- Cada cuánto hacen ustedes el amor?
- Dos veces al año: en verano y en invierno.",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"- Arriba las manos, esto es un atraco, ¿tiene algo de valor?
- Nada de nada. ¡Soy un cobarde!",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"- Camarera, ¿el baño?
- AI fondo a la izquierda. Haga el favor: cuando termine, tire la cadena.
Se va. Regresa a los cinco minutos.
- Camarera, debo confesarle algo: la cadena la tiré pero la medallita de la Virgen del Rocío no, porque es un recuerdo de mi madre...",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"Una viuda se pone en contacto con su marido a través de una medium:
- Pepe. mi querido Pepito, ¿estás ahí?
- Sí, aquí estoy.
- ¿Y qué tal estás?¿Mejor que aquí en la Tierra conmigo?
- Sí, sí. La verdad es que mucho mejor.
- ¡Pepito cuéntame, ¿cómo es el Cielo?
- ¿El Cielo? ¡Pero si yo estoy en el Infierno!",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"- ¿En qué se parecen un ingeniero argentino y un psicoanalista argentino?
- Los dos son taxistas",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"- ¿Qué problema hay en comprarse un bumerán nuevo?
- Que hay que tirar el viejo, y tirar el viejo, y tirar el viejo....",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"Un chico que no tenía extremidades, había nacido solo con tronco y cabeza. Cumplió 18 años:
- ¡Hijo! ¡Tengo una sorpresa para vos!
- ¡Espero que no sea otra maldito sombrero!",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"Manolo se casó con Pilar. Él no lo sabía, pero Pilar había pasado de mano en mano antes de conocerlo. La noche de bodas estuvieron en el hotel del pueblo. Como los lugareños eran muy chismosos se amontonaron junto a la puerta de la habitación de Manolo y Pilar para oír que pasaba.
Lo primero que escucharon fue que Manolo decía:
- Ahora voy a besarte como nadie lo ha hecho, Pilar.
Afuera se corrió el rumor:
- ¡La va a besar! ¡La va a besar!
- Ahora voy a abrazarte como nadie lo ha hecho, Pilar,
- ¡La va a abrazar! ¡La va a abrazar!
- Y ahora voy a hacerte lo que nadie le ha hecho antes, Pilar
- La va a matar! ¡La va a matar!",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"- Míre, jefe, como ayer llegué tarde le he traído esta botella de vino, pero no sé cómo se lo va a tomar.
- ¡Ah, muy bien! Le agradezco, Manolo. A ver, a ver, pero ¡esta botella no se puede abrir!
- Eso le decía, que no sé cómo se lo va a tomar.",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"Un hombre en un bar pide al camarero:
- dccadcahauougaquonekasñkdaaiiocu de Cola.
- Que quiere un refresco ¿de qué?",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"- ¡El año próximo será de gran consumismo.
- Pero ¡si la crisis nos está matando a todos!
- Por eso. El año que viene todos seguirán ""con su mismo""
sueldo, ""con su mismo"" coche, ""con su mismo"" traje...",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"Estaban reunidos veinte profesores de todas las especialidades en La Sorbona.
De pronto, apareció un Genio de los Deseos
- Uno de ustedes podrá pedirme un deseo y sólo uno. Tendrá que elegir entre: La Belleza Eterna, Todo el Dinero del Mundo o La Sabiduría Perfecta.
Los profesores eligieron al doctor Alexander Shell, el más respetado del grupo, para que formulase el deseo.
- Deseo tener: ¡la sabiduría perfecta!
- ¡Hecho!
Gran nube de humo y el genio desaparece.
El profesor Shell permaneció pensativo.
- ¿Qué piensa, doctor?
- ¡Pienso que tendría que haber elegido el dinero...!",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"En el manicomio, un loco gritaba:
- ¡Yo soy el enviado de Dios!
Se le acerca otro loco y le dice:
- No, ¡Yo soy el enviado de Dios!
Y así, los dos locos discuten.
Entonces, se acerca un tercer loco, y les pregunta:
- ¿Qué pasa aquí?
Y el primer loco dice:
- ¡Yo soy el enviado de Dios!
Y el segundo dice:
- No, ¡Yo soy el enviado de Dios!
Entonces, el tercer loco dice:
- Un momento... ¡Yo no he enviado a nadie!",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"- Hola, ¿son aquí los exámenes de Jardinería?
- No, se ha equivocado de planta.
- Pues sí que empezamos bien…",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"- ¿Por cuánto me compras a mi suegra?
- ¿Tu suegra?Por nada
- De acuerdo... trato hecho",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"- Una suegra salió a pasear con uno de sus tres yernos. Mientras pasaban por el parque, la señora se resbala, cae en el lago y se empieza a ahogar. Sin dudarlo un momento, el yerno se tira al agua y la rescata. 
- Al día siguiente, el yerno sale y encuentra un coche último modelo con una nota pegada en el parabrisas: ""Gracias de parte de tu suegra, que te quiere. ""
- Una semana después la suegra sale a pasear con su segundo yerno. Al pasar por el mismo lago, la señora se vuelve a resbalar y cae al agua. De inmediato su segundo yerno se mete al lago y la salva. 
- Al día siguiente, el segundo yerno encuentra frente a su casa un coche último modelo y una nota que dice: "" Gracias de parte de tu suegra, que te quiere."" 
- Una semana más tarde la suegra sale a pasear con su tercer yerno. La historia se repite, y la señora se cae al lago. 
- Sólo que esta vez el yerno se sienta en el suelo y se ríe mientras ve a la señora ahogarse y hundirse en el agua. 
- Al día siguiente, el tercer yerno sale y encuentra un coche último modelo con una nota en el parabrisas: ""Gracias de parte de tu suegro, que te quiere. """,,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"- Mamá, ¿qué haces en frente de la computadora con los ojos cerrados?
- Nada, hijo, es que Windows me dijo que cerrara las pestañas...",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"En el periódico, zona de contactos:

Chico invisible
busca a chica transparente
para hacer cosas nunca vistas.",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"- Profesora, ¿Cómo se escribe teléfono móvil?
- Tal como suena
- … ¿Y si está en modo vibración?",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"Hombre: ¿Dios?
Dios: Si
Hombre: ¿Puedo preguntarte algo? 
Dios: Por supuesto! 
Hombre: ¿Qué es para ti un millón de años? 
Dios: Un segundo 
Hombre: ¿Y un millón de euros? 
Dios: Un céntimo 
Hombre: Dios .... ¿podrías darme un céntimo? 
Dios: Espera un segundo",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"- Hola buenas, venia a pedir la mano de su hija.
- ¿Ha visto ya a mi mujer?
- Si, pero prefiero a su hija...",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"- Luis, tómame de la mano.
A lo que Luis le responde: ¡No!
- Luis, abrázame.
A lo que Luis responde: ¡No!
- Luis, bésame.
A lo que Luis responde: ¡No!
- Pero Luis, si todas las parejas se toman de las manos, si todas las parejas se abrazan, si todas las parejas se
besan, ¿Por qué nosotros no? 
A lo que Luis responde:
- ¡Porque nosotros somos una pareja de Guardia Civiles, Armando!",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"Pasa un entierro con miles de personas, y un señor pregunta: 
- Oiga ¿sabe quien es el muerto?
Y el otro le contesta:
- No estoy seguro pero creo que es el que esta dentro de la caja.",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"Es el primer día de clases, y la maestra presenta a Susuki, hijo de un empresario japonés, a los chicos de
sexto grado:
La maestra les dice: 
- Empecemos repasando un poco de historia americana. ¿Quién dijo 'Denme la libertad o denme la muerte'?
La clase se quedó callada, excepto por Susuki: 'lo dijo Patrick Henry,1775'
- Muy Bien! ¿Quién dijo 'el gobierno del pueblo, para el pueblo no debe desaparecer de la faz de la tierra'?
De nuevo, ninguna respuesta de la clase, salvo Susuki: 'Abraham Lincoln, 1863'
La maestra, asombrada, les dice: 
- Chicos, debería darles vergüenza. Susuki, que es nuevo en nuestro país sabe más de nuestra historia que ustedes...
La maestra alcanza a escuchar un susurro: 'a la mierda con los malditos japoneses!'
- ¿Quién dijo eso? Preguntó la maestra...
Nuevamente Susuki levanta su mano y dice: 'General Mc Arthur, 1942 y Lee Iacocca, 1982'.
La clase queda muda y uno de los chicos alcanza a decir: 'Voy a vomitar...'
La maestra trata de ver quién fue el irrespetuoso: 
-Ya está bien, ¿Quién dijo eso?
Y Susuki dice 'George Bush padre al Primer ministro japonés, 1991'
Uno de los alumnos, animado, le grita desde el fondo: 'Chúpate esa!'
Susuki, casi saltando en su silla, le dice a la maestra: 'Bill Clinton a Mónica Lewinsky. 1997'!",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"Están dos leperos borrachos y uno le dice al otro: 
- No sigas bebiendo que te estás poniendo borroso",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"Durante una clase de moral y buenas maneras, la profesora dice a sus alumnos: 
- Miguel, si fueras a cortejar a una joven de buena familia, muy bien educada, durante una cena íntima para dos, y tuvieras necesidad de ir a los servicios, ¿qué dirías? 
- Espérame un momento, que voy a echar una meadita. 
- Eso sería muy grosero y maleducado por tu parte. Juan, ¿cómo lo dirías tú? 
- Perdón, pero tengo que ir a los servicios. Vuelvo enseguida. 
- Eso está mejor, pero resulta desagradable decir ""servicios"" durante una comida. 
- Y tú, Jaimito, ¿serías capaz de usar tu intelecto, al menos por una vez, para intentar mostrarnos tus buenas maneras? 
- Yo diría: ""Querida, te pido perdón por ausentarme un momento, pero voy a dar la mano a un íntimo amigo que espero poder presentarte después de la cena"" ...",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"Una mujer se despierta a las 4 de la mañana y se da cuenta de que su marido no está con ella en la cama. Va
hasta la cocina y lo encuentra sentado en silencio, a oscuras, tomando una taza de café.
Enciende la luz y ve como el marido se quita una lágrima del ojo mientras sigue bebiendo en silencio.
- ¿Qué te pasa querido? ¿Qué haces aquí solo a estas horas de la noche?
El, girando para mirarla, dice:
- ¿Te acuerdas hace 20 años, cuando comenzamos a salir juntos, que tú tenias 16 años y yo 20?
- Claro que me acuerdo.
- ¿Y te acuerdas cuando tu padre nos encontró... en el asiento de atrás de mi coche?
- Si que me acuerdo, responde ella tiernamente acercándose a el.
- ¿Y recuerdas que tu padre me puso la escopeta en el pecho y me dijo que debía casarme contigo o me
denunciaba y me pasaría 20 años en la cárcel?
- Claro cariño, también me acuerdo, Papá siempre tan furioso con mis novios !!...¿Pero a qué viene eso?
Mientras se quita otra lágrima que le corre por su mejilla y con la voz quebrándose en un lastimero llanto, el
responde:
- Pues bien... hoy... precisamente el día de hoy... ESTARÍA SALIENDO DE LA CÁRCEL Y SERÍA LIBRE !!",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"- Cariño ¿Tú cuánto me quieres del 1 al 10? 
- Yo del 1 al 10 te quiero mucho, pero del 11 al 30 me voy de viaje con mis amigos.",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"Un hombre llama por teléfono a un manicomio y pregunta: 
- ¿Quien hay en la habitación 24? 
A lo que le responden: 
- Nadie señor. 
- ¡Bien! ¡He conseguido escaparme!",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"Un taxista le dice a su cliente. 
- Me encanta ser taxista, soy mi propio jefe y nadie me dice lo que tengo que hacer. 
- Ya... Gire a la derecha en la próxima calle....",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"En el restaurante:
– Camarero, ¿el pescado viene solo?
– No, no, se lo traeré yo.",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"Un borracho estaba orinando en la calle.
Pasa una señora, y dice: 
- ¡¡¡Qué horror, qué bestia, qué monstruo...!!! 
Y el borracho le contesta: 
- Pase tranquila señora, que lo tengo agarrao del pescuezo.",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"- Y... ¿cómo va tu vida amorosa amigo mio?
- Pues como la Coca-Cola.
- ¡Como la Coca-Cola! y ¿y eso cómo es?
- Pues primero Normal, después Light y ahora Zero.",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"Un jubilado comenta:
La gente que todavía trabaja me pregunta a menudo que qué hago diariamente, ahora que estoy retirado...
Pues bien, por ejemplo, el otro día fui al centro y entré en Correos a recoger un paquete que me había llegado, sin tardar en la gestión ni cinco minutos.
Cuando salí y llegué al coche que estaba en la puerta, un Policía Local estaba rellenando una multa por estacionamiento prohibido.
Rápidamente me acerqué a él y le dije:
- ¡Vaya hombre, no he tardado ni cinco minutos...! Dios le recompensaría si hiciera un pequeño gesto para con los jubilados...
Me ignoró olímpicamente y continuó llenando la infracción.
La verdad es que me pasé un poco y le dije que no tenía vergüenza. Me miró fríamente y empezó a llenar otra infracción alegando que, además, el vehículo no traía yo no sé qué calcomanía de la ITV. Entonces levanté la voz para decirle que me había percatado de que estaba tratando con un capullo, y que cómo le habían dejado entrar en la Policía...
Él acabó con la segunda infracción, la colocó debajo del limpiaparabrisas, y empezó con una tercera.
No me achiqué y estuve así durante unos 20 minutos llamándole de todo.
Él, a cada insulto, respondía con una nueva infracción. Con cada infracción que llenaba, se le dibujaba una sonrisa que reflejaba la satisfacción de la venganza...
Después de la enésima infracción... le dije: 
- Lo siento. Lo tengo que dejar, porque... ¡Ahí viene mi autobús!
Y es que desde mi jubilación, ensayo cada día cómo divertirme un poco. Es importante hacer algo a mi edad, para no aburrirme.",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"El gitano en paro, roba naranjas para venderlas por la calle como “guachintonas” sin saber que eran amargas.
Todos los días cambiaba de sitio para que no le pillaran.
Un día se pone a pregonar: “Naranjas guachintonas mu ricas. ¿Quién quiere naranjas guachin? Baratas, a un euro los tres kilos. Vamos, que me las quitan
de las manos.
A esto que pasa un señor con su hijo y le pregunta al gitano: ¿Están buenas las naranjas?
“Güenísimas, super durses”, contesta el gitano.
Pues dele a probar a mi hijo a ver qué tal.
El hijo prueba un gajo y le dice al gitano:
“¡Me cago en...!”, cayéndole dos lagrimones como dos sartenes.
El gitano le dice al padre: “Es delicaillo er niño, ¿no?”.
Y contesta el padre: “¿Delicaillo?,... si era mudo.",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"En una demanda de divorcio, el juez pregunta a la demandante:
- Señora ¿está usted segura de lo que está pidiendo? ¿Quiere el divorcio por COMPATIBILIDAD DE CARACTERES? ¿No será lo contrario?
La mujer le contesta al juez:
- ¡No, señor juez! Es por COMPATIBILIDAD. A mí me gusta el cine, y a mi marido también. Me gusta ir a la playa, y a él también. Me gusta ir al teatro, y a él también. A mí me gustan los hombres... ¡y a él también!",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"Un cura recién ordenado se confiesa por primera vez con su obispo: 
- Dime hijo mío ¿qué tal has llevado los votos durante esta tu primera semana?
- Verá eminencia, en cuanto a la pobreza he regalado mi hábito y me visto con uno que ya había desechado, mis sandalias están rotas y llenas de agujeros y doy la mitad de mi comida a los pobres que vienen al comedor.
- Muy bien, hijo mío, muy bien, continúa.
- En cuanto a la obediencia hago cualquier cosa que me mande cualquier otro padre sin pensar en si es justo o adecuado, dando gracias al Señor por tener el privilegio de obedecer.
-Muy bien, hijo mío, excelente, excelente.
-Finalmente, eminencia, en esta semana he hecho el amor con 37 mujeres.
El obispo casi se cae de la silla y con ojos desorbitados pregunta: 
- Pero ¡hijo mío! ¡¿y el voto de castidad?!
El curilla, asustado y con cara de perplejidad responde: 
- Pero... ¿no era voto de cantidad?",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"Una pulga toda bronceada, estaba tomando sol en la playa, cuando se acerca una pulga amiga toda muerta de frío.
- ¿Qué te ha pasado, por qué vienes muerta de frío?
- Te cuento: Como quería venir a la playa, me subí en el bigote de un motociclista, venía a 200 kms./h., y me hizo pasar un frío terrible.
- ¡Pero tienes que hacer como yo! Te escondes en el baño de mujeres, y cuando entre una, te subes a su ropa
interior, te acomodas y viajarás calentita y segura
todo el tiempo.
El fin de semana siguiente, se vuelven a encontrar las pulguitas en la playa:
- Una pulga toda bronceada y la otra muerta de frío:
- ¿No hiciste lo que te recomendé? 
- Claro que sí. Me fui al baño de mujeres, una joven se bajó la ropa interior. Me subí, me acomodé como tú dijiste y como me sentí calentita me quedé dormida.
- ¿Y entonces que te pasó?
- No sé, cuando me desperté, estaba otra vez en el bigote del motociclista viajando a 200 kms./h...",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"Buenos días Dra., quería saber si puedo tomar las píldoras anticonceptivas con diarrea...
- Mire... yo las tomo con agua, pero si le gustan así, no hay contraindicaciones.",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
"Una anciana le dice a otra:
- Con los años, mi marido se ha convertido en una fiera en la cama.
- ¿Te hace el amor como un salvaje?
- No, se mea en las sábanas para marcar su territorio.",,,,,dataset-texto,Hugging Face - mrm8488/CHISTES_spanish_jokes
